timestamp,building_1,building_2,hour,Cluster
2016-01-01 00:00:00,186.532,219.27,0,0
2016-01-01 01:00:00,186.532,219.27,1,0
2016-01-01 02:00:00,183.479,218.348,2,0
2016-01-01 03:00:00,184.303,220.003,3,0
2016-01-01 04:00:00,183.657,217.731,4,0
2016-01-01 05:00:00,183.035,217.205,5,0
2016-01-01 06:00:00,184.267,222.189,6,0
2016-01-01 07:00:00,185.536,226.622,7,0
2016-01-01 08:00:00,187.516,228.281,8,0
2016-01-01 09:00:00,188.445,229.488,9,0
2016-01-01 10:00:00,187.656,226.025,10,0
2016-01-01 11:00:00,188.702,228.747,11,0
2016-01-01 12:00:00,188.487,228.251,12,0
2016-01-01 13:00:00,188.635,225.856,13,0
2016-01-01 14:00:00,186.884,227.95,14,0
2016-01-01 15:00:00,187.18400000000003,227.808,15,0
2016-01-01 16:00:00,184.757,224.38,16,0
2016-01-01 17:00:00,186.764,225.2,17,0
2016-01-01 18:00:00,189.103,225.778,18,0
2016-01-01 19:00:00,187.068,221.605,19,0
2016-01-01 20:00:00,187.342,220.769,20,0
2016-01-01 21:00:00,186.962,220.767,21,0
2016-01-01 22:00:00,186.701,221.164,22,0
2016-01-01 23:00:00,186.228,219.085,23,0
2016-01-02 00:00:00,186.023,217.769,0,0
2016-01-02 01:00:00,185.972,217.903,1,0
2016-01-02 02:00:00,183.336,216.03,2,0
2016-01-02 03:00:00,183.462,216.413,3,0
2016-01-02 04:00:00,182.606,217.27,4,0
2016-01-02 05:00:00,182.196,216.922,5,0
2016-01-02 06:00:00,183.051,217.037,6,0
2016-01-02 07:00:00,184.493,221.021,7,0
2016-01-02 08:00:00,186.6,223.144,8,0
2016-01-02 09:00:00,185.133,219.617,9,0
2016-01-02 10:00:00,187.592,219.615,10,0
2016-01-02 11:00:00,186.628,223.774,11,0
2016-01-02 12:00:00,186.845,227.274,12,0
2016-01-02 13:00:00,185.702,223.661,13,0
2016-01-02 14:00:00,188.296,221.741,14,0
2016-01-02 15:00:00,190.26,222.524,15,0
2016-01-02 16:00:00,191.563,221.205,16,0
2016-01-02 17:00:00,190.057,219.522,17,0
2016-01-02 18:00:00,188.54,221.457,18,0
2016-01-02 19:00:00,186.514,217.024,19,0
2016-01-02 20:00:00,186.041,215.24,20,0
2016-01-02 21:00:00,185.862,217.004,21,0
2016-01-02 22:00:00,186.079,215.649,22,0
2016-01-02 23:00:00,185.874,215.277,23,0
2016-01-03 00:00:00,186.499,215.432,0,0
2016-01-03 01:00:00,183.517,215.966,1,0
2016-01-03 02:00:00,183.202,215.518,2,0
2016-01-03 03:00:00,183.193,215.661,3,0
2016-01-03 04:00:00,181.634,215.955,4,0
2016-01-03 05:00:00,183.703,216.767,5,0
2016-01-03 06:00:00,182.51,215.209,6,0
2016-01-03 07:00:00,184.814,219.135,7,0
2016-01-03 08:00:00,185.72,221.574,8,0
2016-01-03 09:00:00,188.763,219.16,9,0
2016-01-03 10:00:00,187.456,219.978,10,0
2016-01-03 11:00:00,190.106,225.706,11,0
2016-01-03 12:00:00,189.298,222.453,12,0
2016-01-03 13:00:00,191.874,219.908,13,0
2016-01-03 14:00:00,190.277,221.524,14,0
2016-01-03 15:00:00,190.155,222.27,15,0
2016-01-03 16:00:00,187.612,219.56,16,0
2016-01-03 17:00:00,184.637,219.629,17,0
2016-01-03 18:00:00,188.276,217.665,18,0
2016-01-03 19:00:00,186.702,217.159,19,0
2016-01-03 20:00:00,186.74400000000003,214.941,20,0
2016-01-03 21:00:00,185.793,211.774,21,0
2016-01-03 22:00:00,187.845,214.407,22,0
2016-01-03 23:00:00,187.409,214.703,23,0
2016-01-04 00:00:00,186.448,213.06,0,0
2016-01-04 01:00:00,183.308,223.218,1,0
2016-01-04 02:00:00,183.955,224.135,2,0
2016-01-04 03:00:00,182.099,223.07,3,0
2016-01-04 04:00:00,182.628,223.321,4,0
2016-01-04 05:00:00,182.091,223.389,5,0
2016-01-04 06:00:00,183.113,228.242,6,0
2016-01-04 07:00:00,194.189,243.035,7,0
2016-01-04 08:00:00,226.182,255.942,8,2
2016-01-04 09:00:00,243.248,283.193,9,1
2016-01-04 10:00:00,249.94,294.365,10,1
2016-01-04 11:00:00,254.359,299.738,11,1
2016-01-04 12:00:00,255.258,295.826,12,1
2016-01-04 13:00:00,257.387,295.591,13,1
2016-01-04 14:00:00,254.112,289.943,14,1
2016-01-04 15:00:00,257.039,289.657,15,1
2016-01-04 16:00:00,250.049,281.694,16,1
2016-01-04 17:00:00,236.644,271.313,17,1
2016-01-04 18:00:00,222.7,252.51,18,2
2016-01-04 19:00:00,210.22,241.468,19,2
2016-01-04 20:00:00,208.056,239.399,20,2
2016-01-04 21:00:00,206.334,238.783,21,2
2016-01-04 22:00:00,204.134,234.663,22,2
2016-01-04 23:00:00,197.252,233.676,23,0
2016-01-05 00:00:00,192.616,231.675,0,0
2016-01-05 01:00:00,189.58900000000003,231.405,1,0
2016-01-05 02:00:00,187.427,229.954,2,0
2016-01-05 03:00:00,185.855,229.355,3,0
2016-01-05 04:00:00,187.33900000000003,229.462,4,0
2016-01-05 05:00:00,185.942,229.713,5,0
2016-01-05 06:00:00,188.061,233.377,6,0
2016-01-05 07:00:00,196.835,244.311,7,2
2016-01-05 08:00:00,226.129,260.767,8,2
2016-01-05 09:00:00,249.911,292.065,9,1
2016-01-05 10:00:00,261.141,299.4170000000001,10,1
2016-01-05 11:00:00,259.968,303.305,11,1
2016-01-05 12:00:00,258.78700000000003,310.0540000000001,12,1
2016-01-05 13:00:00,258.725,299.724,13,1
2016-01-05 14:00:00,257.05400000000003,292.85,14,1
2016-01-05 15:00:00,260.624,294.38,15,1
2016-01-05 16:00:00,259.394,285.039,16,1
2016-01-05 17:00:00,232.037,270.96,17,1
2016-01-05 18:00:00,217.922,256.279,18,2
2016-01-05 19:00:00,206.294,245.865,19,2
2016-01-05 20:00:00,203.258,239.084,20,2
2016-01-05 21:00:00,204.12,237.627,21,2
2016-01-05 22:00:00,202.06,236.631,22,2
2016-01-05 23:00:00,201.057,235.286,23,2
2016-01-06 00:00:00,194.429,232.342,0,0
2016-01-06 01:00:00,192.436,232.896,1,0
2016-01-06 02:00:00,190.286,232.465,2,0
2016-01-06 03:00:00,186.534,231.073,3,0
2016-01-06 04:00:00,184.529,231.097,4,0
2016-01-06 05:00:00,183.544,232.373,5,0
2016-01-06 06:00:00,184.517,235.811,6,0
2016-01-06 07:00:00,194.99,245.019,7,2
2016-01-06 08:00:00,218.113,260.858,8,2
2016-01-06 09:00:00,234.963,284.199,9,1
2016-01-06 10:00:00,242.096,295.571,10,1
2016-01-06 11:00:00,258.547,307.404,11,1
2016-01-06 12:00:00,256.428,305.574,12,1
2016-01-06 13:00:00,256.963,296.086,13,1
2016-01-06 14:00:00,253.246,294.506,14,1
2016-01-06 15:00:00,256.35200000000003,297.21,15,1
2016-01-06 16:00:00,250.907,289.351,16,1
2016-01-06 17:00:00,239.462,276.72900000000004,17,1
2016-01-06 18:00:00,218.555,254.447,18,2
2016-01-06 19:00:00,207.587,237.406,19,2
2016-01-06 20:00:00,201.104,235.396,20,2
2016-01-06 21:00:00,202.663,233.117,21,2
2016-01-06 22:00:00,200.197,230.672,22,0
2016-01-06 23:00:00,196.844,233.068,23,0
2016-01-07 00:00:00,187.066,231.316,0,0
2016-01-07 01:00:00,187.999,230.014,1,0
2016-01-07 02:00:00,185.091,228.676,2,0
2016-01-07 03:00:00,184.667,227.281,3,0
2016-01-07 04:00:00,182.476,227.338,4,0
2016-01-07 05:00:00,183.718,229.14,5,0
2016-01-07 06:00:00,183.471,233.411,6,0
2016-01-07 07:00:00,193.697,243.551,7,0
2016-01-07 08:00:00,213.115,261.175,8,2
2016-01-07 09:00:00,242.974,284.439,9,1
2016-01-07 10:00:00,252.015,298.151,10,1
2016-01-07 11:00:00,255.051,307.051,11,1
2016-01-07 12:00:00,259.355,315.783,12,1
2016-01-07 13:00:00,262.779,308.356,13,1
2016-01-07 14:00:00,262.09,304.448,14,1
2016-01-07 15:00:00,260.351,293.686,15,1
2016-01-07 16:00:00,251.18,290.764,16,1
2016-01-07 17:00:00,239.018,278.17,17,1
2016-01-07 18:00:00,229.954,256.563,18,2
2016-01-07 19:00:00,217.018,249.952,19,2
2016-01-07 20:00:00,214.223,240.015,20,2
2016-01-07 21:00:00,213.71400000000003,239.711,21,2
2016-01-07 22:00:00,211.682,239.44,22,2
2016-01-07 23:00:00,207.966,239.472,23,2
2016-01-08 00:00:00,204.44,235.794,0,2
2016-01-08 01:00:00,198.884,232.941,1,0
2016-01-08 02:00:00,197.102,229.748,2,0
2016-01-08 03:00:00,194.028,229.306,3,0
2016-01-08 04:00:00,196.735,229.775,4,0
2016-01-08 05:00:00,194.573,228.803,5,0
2016-01-08 06:00:00,197.625,233.577,6,0
2016-01-08 07:00:00,206.427,245.927,7,2
2016-01-08 08:00:00,225.838,259.85,8,2
2016-01-08 09:00:00,239.821,289.021,9,1
2016-01-08 10:00:00,236.834,297.382,10,1
2016-01-08 11:00:00,239.959,304.1620000000001,11,1
2016-01-08 12:00:00,241.622,303.337,12,1
2016-01-08 13:00:00,244.678,296.673,13,1
2016-01-08 14:00:00,240.872,295.078,14,1
2016-01-08 15:00:00,243.24,292.457,15,1
2016-01-08 16:00:00,231.334,284.256,16,1
2016-01-08 17:00:00,223.153,269.183,17,2
2016-01-08 18:00:00,212.65,252.182,18,2
2016-01-08 19:00:00,204.83900000000003,244.404,19,2
2016-01-08 20:00:00,198.591,241.741,20,2
2016-01-08 21:00:00,196.235,233.148,21,0
2016-01-08 22:00:00,194.783,232.437,22,0
2016-01-08 23:00:00,188.954,233.284,23,0
2016-01-09 00:00:00,188.713,228.579,0,0
2016-01-09 01:00:00,186.066,228.553,1,0
2016-01-09 02:00:00,182.26,227.289,2,0
2016-01-09 03:00:00,179.62,226.094,3,0
2016-01-09 04:00:00,180.8,227.706,4,0
2016-01-09 05:00:00,179.368,224.885,5,0
2016-01-09 06:00:00,180.278,223.375,6,0
2016-01-09 07:00:00,184.333,227.832,7,0
2016-01-09 08:00:00,185.726,227.711,8,0
2016-01-09 09:00:00,191.324,226.993,9,0
2016-01-09 10:00:00,192.958,228.811,10,0
2016-01-09 11:00:00,193.708,228.815,11,0
2016-01-09 12:00:00,189.738,228.158,12,0
2016-01-09 13:00:00,190.05,229.808,13,0
2016-01-09 14:00:00,191.61,227.662,14,0
2016-01-09 15:00:00,191.07,229.213,15,0
2016-01-09 16:00:00,191.122,229.654,16,0
2016-01-09 17:00:00,190.783,231.565,17,0
2016-01-09 18:00:00,190.685,229.647,18,0
2016-01-09 19:00:00,188.861,227.483,19,0
2016-01-09 20:00:00,188.365,227.152,20,0
2016-01-09 21:00:00,186.056,225.316,21,0
2016-01-09 22:00:00,183.992,228.958,22,0
2016-01-09 23:00:00,186.314,228.193,23,0
2016-01-10 00:00:00,184.313,228.737,0,0
2016-01-10 01:00:00,187.207,227.484,1,0
2016-01-10 02:00:00,181.513,228.498,2,0
2016-01-10 03:00:00,183.823,227.067,3,0
2016-01-10 04:00:00,181.561,228.335,4,0
2016-01-10 05:00:00,181.496,229.507,5,0
2016-01-10 06:00:00,179.666,229.586,6,0
2016-01-10 07:00:00,183.741,231.475,7,0
2016-01-10 08:00:00,183.604,231.995,8,0
2016-01-10 09:00:00,187.602,231.235,9,0
2016-01-10 10:00:00,188.052,230.075,10,0
2016-01-10 11:00:00,189.388,231.145,11,0
2016-01-10 12:00:00,187.345,231.457,12,0
2016-01-10 13:00:00,189.403,231.109,13,0
2016-01-10 14:00:00,190.181,229.725,14,0
2016-01-10 15:00:00,190.404,229.832,15,0
2016-01-10 16:00:00,185.557,230.136,16,0
2016-01-10 17:00:00,186.406,231.001,17,0
2016-01-10 18:00:00,187.665,230.631,18,0
2016-01-10 19:00:00,189.181,228.3,19,0
2016-01-10 20:00:00,187.051,228.831,20,0
2016-01-10 21:00:00,188.156,227.101,21,0
2016-01-10 22:00:00,185.923,229.664,22,0
2016-01-10 23:00:00,183.774,228.818,23,0
2016-01-11 00:00:00,182.256,228.063,0,0
2016-01-11 01:00:00,181.894,227.946,1,0
2016-01-11 02:00:00,184.179,229.283,2,0
2016-01-11 03:00:00,182.178,227.575,3,0
2016-01-11 04:00:00,181.683,226.534,4,0
2016-01-11 05:00:00,181.672,228.761,5,0
2016-01-11 06:00:00,183.65,234.597,6,0
2016-01-11 07:00:00,191.165,247.637,7,0
2016-01-11 08:00:00,216.532,261.683,8,2
2016-01-11 09:00:00,239.745,292.12,9,1
2016-01-11 10:00:00,247.881,296.87,10,1
2016-01-11 11:00:00,253.145,303.249,11,1
2016-01-11 12:00:00,261.628,304.06,12,1
2016-01-11 13:00:00,254.508,285.333,13,1
2016-01-11 14:00:00,263.17900000000003,280.663,14,1
2016-01-11 15:00:00,266.515,273.184,15,1
2016-01-11 16:00:00,260.425,279.91200000000003,16,1
2016-01-11 17:00:00,236.446,267.798,17,1
2016-01-11 18:00:00,224.967,250.321,18,2
2016-01-11 19:00:00,207.943,238.34,19,2
2016-01-11 20:00:00,205.82,235.84,20,2
2016-01-11 21:00:00,206.729,234.769,21,2
2016-01-11 22:00:00,204.062,230.88,22,2
2016-01-11 23:00:00,200.289,231.85,23,0
2016-01-12 00:00:00,191.368,229.558,0,0
2016-01-12 01:00:00,189.652,228.574,1,0
2016-01-12 02:00:00,186.874,226.3,2,0
2016-01-12 03:00:00,185.491,226.058,3,0
2016-01-12 04:00:00,185.489,224.037,4,0
2016-01-12 05:00:00,182.754,223.753,5,0
2016-01-12 06:00:00,186.07,228.185,6,0
2016-01-12 07:00:00,192.992,238.752,7,0
2016-01-12 08:00:00,219.39,253.408,8,2
2016-01-12 09:00:00,240.652,281.446,9,1
2016-01-12 10:00:00,259.084,290.882,10,1
2016-01-12 11:00:00,261.671,298.306,11,1
2016-01-12 12:00:00,264.05,300.307,12,1
2016-01-12 13:00:00,270.275,295.222,13,1
2016-01-12 14:00:00,265.488,295.472,14,1
2016-01-12 15:00:00,267.529,296.098,15,1
2016-01-12 16:00:00,264.074,287.222,16,1
2016-01-12 17:00:00,240.432,271.47900000000004,17,1
2016-01-12 18:00:00,222.792,255.967,18,2
2016-01-12 19:00:00,211.967,243.15,19,2
2016-01-12 20:00:00,206.036,236.659,20,2
2016-01-12 21:00:00,209.597,233.707,21,2
2016-01-12 22:00:00,203.827,233.899,22,2
2016-01-12 23:00:00,198.259,231.169,23,0
2016-01-13 00:00:00,192.909,229.531,0,0
2016-01-13 01:00:00,190.479,227.683,1,0
2016-01-13 02:00:00,186.519,227.269,2,0
2016-01-13 03:00:00,187.491,225.28,3,0
2016-01-13 04:00:00,186.335,226.013,4,0
2016-01-13 05:00:00,186.359,224.276,5,0
2016-01-13 06:00:00,190.028,230.329,6,0
2016-01-13 07:00:00,196.845,243.168,7,2
2016-01-13 08:00:00,220.159,260.061,8,2
2016-01-13 09:00:00,242.576,294.098,9,1
2016-01-13 10:00:00,245.116,302.346,10,1
2016-01-13 11:00:00,251.692,303.5420000000001,11,1
2016-01-13 12:00:00,250.217,304.257,12,1
2016-01-13 13:00:00,253.183,296.357,13,1
2016-01-13 14:00:00,254.65,292.545,14,1
2016-01-13 15:00:00,262.228,291.184,15,1
2016-01-13 16:00:00,258.10400000000004,282.008,16,1
2016-01-13 17:00:00,237.695,268.405,17,1
2016-01-13 18:00:00,219.321,247.803,18,2
2016-01-13 19:00:00,207.044,235.709,19,2
2016-01-13 20:00:00,203.351,232.542,20,2
2016-01-13 21:00:00,204.922,227.117,21,0
2016-01-13 22:00:00,167.173,226.729,22,0
2016-01-13 23:00:00,198.391,224.075,23,0
2016-01-14 00:00:00,190.132,221.814,0,0
2016-01-14 01:00:00,189.093,222.048,1,0
2016-01-14 02:00:00,185.699,210.413,2,0
2016-01-14 03:00:00,185.599,211.762,3,0
2016-01-14 04:00:00,184.68400000000003,219.263,4,0
2016-01-14 05:00:00,182.499,217.576,5,0
2016-01-14 06:00:00,186.611,223.097,6,0
2016-01-14 07:00:00,194.143,236.699,7,0
2016-01-14 08:00:00,217.448,253.76,8,2
2016-01-14 09:00:00,240.806,283.459,9,1
2016-01-14 10:00:00,249.491,295.78,10,1
2016-01-14 11:00:00,255.877,301.916,11,1
2016-01-14 12:00:00,247.738,301.85,12,1
2016-01-14 13:00:00,253.261,297.947,13,1
2016-01-14 14:00:00,245.642,289.111,14,1
2016-01-14 15:00:00,250.599,290.557,15,1
2016-01-14 16:00:00,247.543,279.928,16,1
2016-01-14 17:00:00,231.079,268.967,17,2
2016-01-14 18:00:00,217.044,250.457,18,2
2016-01-14 19:00:00,206.427,238.158,19,2
2016-01-14 20:00:00,202.038,233.003,20,2
2016-01-14 21:00:00,203.092,227.185,21,0
2016-01-14 22:00:00,200.719,226.527,22,0
2016-01-14 23:00:00,196.437,225.055,23,0
2016-01-15 00:00:00,191.73,223.045,0,0
2016-01-15 01:00:00,185.908,222.104,1,0
2016-01-15 02:00:00,183.352,218.401,2,0
2016-01-15 03:00:00,184.553,214.709,3,0
2016-01-15 04:00:00,179.645,213.28,4,0
2016-01-15 05:00:00,181.735,213.867,5,0
2016-01-15 06:00:00,183.351,219.657,6,0
2016-01-15 07:00:00,191.996,235.586,7,0
